,Date,Adj Close,Δ% next 10d,Current Status,Investing State
2976,30/6/2008,8.77,-0.030786773,bit high,0
2977,1/7/2008,8.69,-0.029919448,bit high,0
2978,2/7/2008,8.6,-0.012790698,high,0
2979,3/7/2008,8.64,-0.011574074,high,0
2980,4/7/2008,8.58,0.004662005,low,0
2981,7/7/2008,8.58,0.009324009,low,0
2982,8/7/2008,8.6,0.011627907,low,0
2983,9/7/2008,8.62,0.011600928,low,0
2984,10/7/2008,8.58,0.005827506,low,0
2985,11/7/2008,8.49,0.014134276,low,0
2986,14/7/2008,8.5,0.011764706,low,0
2987,15/7/2008,8.43,0.029655991,bit low,0
2988,16/7/2008,8.49,0.02237927,low,0
2989,17/7/2008,8.54,0.010538642,low,0
2990,18/7/2008,8.62,0.0,none,0
2991,21/7/2008,8.66,0.01039261,low,0
2992,22/7/2008,8.7,0.011494253,low,0
2993,23/7/2008,8.72,0.003440367,low,0
2994,24/7/2008,8.63,0.022016222,low,0
2995,25/7/2008,8.61,0.033681765,bit low,0
2996,29/7/2008,8.6,0.024418605,low,0
2997,30/7/2008,8.68,0.0,none,0
2998,31/7/2008,8.68,0.006912442,low,0
2999,1/8/2008,8.63,0.012746234,low,0
3000,4/8/2008,8.62,0.009280742,low,0
3001,5/8/2008,8.75,-0.019428571,high,0
3002,6/8/2008,8.8,-0.019318182,high,0
3003,7/8/2008,8.75,-0.016,high,0
3004,8/8/2008,8.82,-0.011337868,high,0
3005,11/8/2008,8.9,-0.028089888,high,0
3006,12/8/2008,8.81,-0.021566402,high,0
3007,13/8/2008,8.68,0.002304147,low,0
3008,14/8/2008,8.74,0.009153318,low,0
3009,15/8/2008,8.74,0.005720824,low,0
3010,18/8/2008,8.7,0.008045977,low,0
3011,19/8/2008,8.58,0.026806527,bit low,0
3012,20/8/2008,8.63,0.015063731,low,0
3013,21/8/2008,8.61,-0.00232288,high,0
3014,22/8/2008,8.72,-0.021788991,high,0
3015,25/8/2008,8.65,0.011560694,low,0
3016,26/8/2008,8.62,0.002320186,low,0
3017,27/8/2008,8.7,-0.011494253,high,0
3018,28/8/2008,8.82,-0.024943311,high,0
3019,29/8/2008,8.79,-0.010238908,high,0
3020,1/9/2008,8.77,-0.035347777,bit high,0
3021,2/9/2008,8.81,-0.044267877,bit high,0
3022,3/9/2008,8.76,-0.065068493,bit high,0
3023,4/9/2008,8.59,-0.01862631,high,0
3024,5/9/2008,8.53,0.026963658,bit low,0
3025,8/9/2008,8.75,-0.011428571,high,0
3026,9/9/2008,8.64,-0.009259259,high,0
3027,10/9/2008,8.6,-0.008139535,high,0
3028,11/9/2008,8.6,0.011627907,low,0
3029,12/9/2008,8.7,-0.004597701,high,0
3030,15/9/2008,8.46,-0.010638298,high,0
3031,16/9/2008,8.42,-0.001187648,high,0
3032,17/9/2008,8.19,0.006105006,low,0
3033,18/9/2008,8.43,-0.021352313,high,0
3034,19/9/2008,8.76,-0.102739726,very high,0
3035,22/9/2008,8.65,-0.113294798,very high,0
3036,23/9/2008,8.56,-0.132009346,very high,0
3037,24/9/2008,8.53,-0.161781946,very high,0
3038,25/9/2008,8.7,-0.151724138,very high,0
3039,26/9/2008,8.66,-0.129330254,very high,0
3040,30/9/2008,8.37,-0.149342891,very high,0
3041,1/10/2008,8.41,-0.160523187,very high,0
3042,2/10/2008,8.24,-0.128640777,very high,0
3043,3/10/2008,8.25,-0.092121212,very high,0
3044,6/10/2008,7.86,-0.067430025,bit high,0
3045,7/10/2008,7.67,-0.086049544,very high,0
3046,8/10/2008,7.43,-0.043068641,bit high,0
3047,9/10/2008,7.15,-0.05034965,bit high,0
3048,13/10/2008,7.38,-0.096205962,very high,0
3049,14/10/2008,7.54,-0.072944297,bit high,0
3050,15/10/2008,7.12,0.011235955,low,0
3051,16/10/2008,7.06,0.036827195,bit low,0
3052,17/10/2008,7.18,0.026462396,bit low,0
3053,20/10/2008,7.49,-0.008010681,high,0
3054,21/10/2008,7.33,0.035470668,bit low,0
3055,22/10/2008,7.01,0.054208274,bit low,0
3056,23/10/2008,7.11,-0.00281294,high,0
3057,24/10/2008,6.79,0.058910162,bit low,0
3058,27/10/2008,6.67,0.077961019,very low,1
3059,28/10/2008,6.99,-0.004291845,high,0
3060,29/10/2008,7.2,-0.0625,bit high,0
3061,30/10/2008,7.32,-0.058743169,bit high,0
3062,31/10/2008,7.37,-0.071913161,bit high,0
3063,3/11/2008,7.43,-0.094212651,very high,0
3064,4/11/2008,7.59,-0.108036891,very high,0
3065,5/11/2008,7.39,-0.119079838,very high,0
3066,6/11/2008,7.09,-0.122708039,very high,0
3067,7/11/2008,7.19,-0.127955494,very high,0
3068,10/11/2008,7.19,-0.075104312,bit high,0
3069,11/11/2008,6.96,-0.038793103,bit high,0
3070,12/11/2008,6.75,0.008888889,low,0
3071,13/11/2008,6.89,-0.002902758,high,0
3072,14/11/2008,6.84,0.013157895,low,0
3073,17/11/2008,6.73,-0.031203566,bit high,0
3074,18/11/2008,6.77,-0.014771049,high,0
3075,19/11/2008,6.51,0.038402458,bit low,0
3076,20/11/2008,6.22,0.07073955,very low,1
3077,21/11/2008,6.27,0.066985646,very low,0
3078,24/11/2008,6.65,0.05112782,bit low,0
3079,25/11/2008,6.69,0.038863976,bit low,0
3080,26/11/2008,6.81,0.024963289,bit low,0
3081,27/11/2008,6.87,0.00727802,low,0
3082,28/11/2008,6.93,-0.005772006,high,0
3083,1/12/2008,6.52,0.050613497,bit low,0
3084,2/12/2008,6.67,0.049475262,bit low,0
3085,3/12/2008,6.76,0.032544379,bit low,0
3086,4/12/2008,6.66,0.048048048,bit low,0
3087,5/12/2008,6.69,0.023916293,low,0
3088,8/12/2008,6.99,-0.021459227,high,0
3089,9/12/2008,6.95,-0.017266187,high,0
3090,10/12/2008,6.98,-0.022922636,high,0
3091,11/12/2008,6.92,-0.01300578,high,0
3092,12/12/2008,6.89,-0.007256894,high,0
3093,15/12/2008,6.85,0.001459854,low,0
3094,16/12/2008,7.0,-0.012857143,high,0
3095,17/12/2008,6.98,-0.005730659,high,0
3096,18/12/2008,6.98,0.014326648,low,0
3097,19/12/2008,6.85,0.032116788,bit low,0
3098,22/12/2008,6.84,0.024853801,bit low,0
3099,23/12/2008,6.83,0.026354319,bit low,0
3100,24/12/2008,6.82,0.026392962,bit low,0
3101,25/12/2008,6.83,0.02489019,bit low,0
3102,26/12/2008,6.84,0.002923977,low,0
3103,29/12/2008,6.86,-0.013119534,high,0
3104,30/12/2008,6.91,-0.044862518,bit high,0
3105,31/12/2008,6.94,-0.054755043,bit high,0
3106,5/1/2009,7.08,-0.060734463,bit high,0
3107,6/1/2009,7.07,-0.055162659,bit high,0
3108,7/1/2009,7.01,-0.049928673,bit high,0
3109,8/1/2009,7.01,-0.078459344,bit high,0
3110,9/1/2009,7.0,-0.075714286,bit high,0
3111,10/1/2009,7.0,-0.081428571,bit high,0
3112,12/1/2009,6.86,-0.06851312,bit high,0
3113,13/1/2009,6.77,-0.056129985,bit high,0
3114,14/1/2009,6.6,-0.018181818,high,0
3115,15/1/2009,6.56,-0.009146341,high,0
3116,16/1/2009,6.65,-0.016541353,high,0
3117,17/1/2009,6.68,-0.004491018,high,0
3118,19/1/2009,6.66,0.010510511,low,0
3119,20/1/2009,6.46,0.013931889,low,0
3120,21/1/2009,6.47,0.010819165,low,0
3121,22/1/2009,6.43,0.00777605,low,0
3122,23/1/2009,6.39,0.014084507,low,0
3123,2/2/2009,6.39,0.007824726,low,0
3124,3/2/2009,6.48,-0.029320988,bit high,0
3125,4/2/2009,6.5,-0.04,bit high,0
3126,5/2/2009,6.54,-0.044342508,bit high,0
3127,6/2/2009,6.65,-0.076691729,bit high,0
3128,9/2/2009,6.73,-0.101040119,very high,0
3129,10/2/2009,6.55,-0.064122137,bit high,0
3130,11/2/2009,6.54,-0.068807339,bit high,0
3131,12/2/2009,6.48,-0.063271605,bit high,0
3132,13/2/2009,6.48,-0.077160494,bit high,0
3133,16/2/2009,6.44,-0.104037267,very high,0
3134,17/2/2009,6.29,-0.096979332,very high,0
3135,18/2/2009,6.24,-0.073717949,bit high,0
3136,19/2/2009,6.25,-0.104,very high,0
3137,20/2/2009,6.14,-0.092833876,very high,0
3138,23/2/2009,6.05,-0.089256198,very high,0
3139,24/2/2009,6.13,-0.070146819,bit high,0
3140,25/2/2009,6.09,-0.064039409,bit high,0
3141,26/2/2009,6.07,-0.039538715,bit high,0
3142,27/2/2009,5.98,-0.011705686,high,0
3143,2/3/2009,5.77,0.036395147,bit low,0
3144,3/3/2009,5.68,0.061619718,very low,0
3145,4/3/2009,5.78,0.048442907,bit low,0
3146,5/3/2009,5.6,0.0875,very low,0
3147,6/3/2009,5.57,0.086175943,very low,0
3148,9/3/2009,5.51,0.141560799,extremely low,1
3149,10/3/2009,5.7,0.096491228,very low,0
3150,11/3/2009,5.7,0.105263158,very low,0
3151,12/3/2009,5.83,0.092624357,very low,0
3152,13/3/2009,5.91,0.054145516,bit low,0
3153,16/3/2009,5.98,0.011705686,low,0
3154,17/3/2009,6.03,0.019900498,low,0
3155,18/3/2009,6.06,0.024752475,bit low,0
3156,19/3/2009,6.09,0.047619048,bit low,0
3157,20/3/2009,6.05,0.052892562,bit low,0
3158,23/3/2009,6.29,0.004769475,low,0
3159,24/3/2009,6.25,0.0,none,0
3160,25/3/2009,6.3,0.007936508,low,0
3161,26/3/2009,6.37,0.017268446,low,0
3162,27/3/2009,6.23,0.036918138,bit low,0
3163,30/3/2009,6.05,0.067768595,very low,1
3164,31/3/2009,6.15,0.043902439,bit low,0
3165,1/4/2009,6.21,0.043478261,bit low,0
3166,2/4/2009,6.38,0.026645768,bit low,0
3167,3/4/2009,6.37,0.034536892,bit low,0
3168,6/4/2009,6.32,0.011075949,low,0
3169,7/4/2009,6.25,0.0272,bit low,0
3170,8/4/2009,6.35,0.012598425,low,0
3171,9/4/2009,6.48,-0.00154321,high,0
3172,10/4/2009,6.46,0.017027864,low,0
3173,13/4/2009,6.46,0.007739938,low,0
3174,14/4/2009,6.42,0.007788162,low,0
3175,15/4/2009,6.48,0.018518519,low,0
3176,16/4/2009,6.55,0.004580153,low,0
3177,17/4/2009,6.59,0.024279211,low,0
3178,20/4/2009,6.39,0.059467919,bit low,0
3179,21/4/2009,6.42,0.060747664,very low,1
3180,22/4/2009,6.43,0.054432348,bit low,0
3181,23/4/2009,6.47,0.063369397,very low,0
3182,24/4/2009,6.57,0.03500761,bit low,0
3183,27/4/2009,6.51,0.047619048,bit low,0
3184,28/4/2009,6.47,0.037094281,bit low,0
3185,29/4/2009,6.6,0.016666667,low,0
3186,30/4/2009,6.58,0.019756839,low,0
3187,4/5/2009,6.75,0.008888889,low,0
3188,5/5/2009,6.77,0.014771049,low,0
3189,6/5/2009,6.81,0.008810573,low,0
3190,7/5/2009,6.78,-0.001474926,high,0
3191,8/5/2009,6.88,-0.010174419,high,0
3192,11/5/2009,6.8,0.0,none,0
3193,12/5/2009,6.82,0.008797654,low,0
3194,13/5/2009,6.71,0.022354694,low,0
3195,14/5/2009,6.71,0.062593145,very low,0
3196,15/5/2009,6.71,0.070044709,very low,1
3197,18/5/2009,6.81,0.041116006,bit low,0
3198,19/5/2009,6.87,0.033478894,bit low,0
3199,20/5/2009,6.87,0.034934498,bit low,0
3200,21/5/2009,6.77,0.053175775,bit low,0
3201,22/5/2009,6.81,0.03671072,bit low,0
3202,25/5/2009,6.8,0.042647059,bit low,0
3203,26/5/2009,6.88,0.036337209,bit low,0
3204,27/5/2009,6.86,0.048104956,bit low,0
3205,1/6/2009,7.13,0.008415147,low,0
3206,2/6/2009,7.18,-0.019498607,high,0
3207,3/6/2009,7.09,-0.01551481,high,0
3208,4/6/2009,7.1,-0.022535211,high,0
3209,5/6/2009,7.11,-0.014064698,high,0
3210,6/6/2009,7.13,-0.014025245,high,0
3211,8/6/2009,7.06,-0.02407932,high,0
3212,9/6/2009,7.09,-0.029619182,bit high,0
3213,10/6/2009,7.13,-0.025245442,high,0
3214,11/6/2009,7.19,-0.027816412,high,0
3215,12/6/2009,7.19,-0.02364395,high,0
3216,15/6/2009,7.04,0.004261364,low,0
3217,16/6/2009,6.98,0.005730659,low,0
3218,17/6/2009,6.94,0.018731988,low,0
3219,18/6/2009,7.01,-0.011412268,high,0
3220,19/6/2009,7.03,-0.018492176,high,0
3221,22/6/2009,6.89,0.001451379,low,0
3222,23/6/2009,6.88,-0.007267442,high,0
3223,24/6/2009,6.95,-0.021582734,high,0
3224,25/6/2009,6.99,-0.027181688,high,0
3225,26/6/2009,7.02,-0.034188034,bit high,0
3226,29/6/2009,7.07,-0.022630835,high,0
3227,30/6/2009,7.02,-0.00997151,high,0
3228,1/7/2009,7.07,0.005657709,low,0
3229,2/7/2009,6.93,0.033189033,bit low,0
3230,3/7/2009,6.9,0.036231884,bit low,0
3231,6/7/2009,6.9,0.047826087,bit low,0
3232,7/7/2009,6.83,0.061493411,very low,0
3233,8/7/2009,6.8,0.070588235,very low,0
3234,9/7/2009,6.8,0.088235294,very low,0
3235,10/7/2009,6.78,0.101769912,very low,1
3236,13/7/2009,6.91,0.083936324,very low,0
3237,14/7/2009,6.95,0.073381295,very low,0
3238,15/7/2009,7.11,0.046413502,bit low,0
3239,16/7/2009,7.16,0.05027933,bit low,0
3240,17/7/2009,7.15,0.048951049,bit low,0
3241,20/7/2009,7.23,0.051175657,bit low,0
3242,21/7/2009,7.25,0.049655172,bit low,0
3243,22/7/2009,7.28,0.041208791,bit low,0
3244,23/7/2009,7.4,0.027027027,bit low,0
3245,24/7/2009,7.47,0.021419009,low,0
3246,27/7/2009,7.49,0.010680908,low,0
3247,28/7/2009,7.46,0.022788204,low,0
3248,29/7/2009,7.44,0.030913978,bit low,0
3249,30/7/2009,7.52,0.01462766,low,0
3250,31/7/2009,7.5,-0.005333333,high,0
3251,3/8/2009,7.6,-0.009210526,high,0
3252,4/8/2009,7.61,-0.006570302,high,0
3253,5/8/2009,7.58,0.006596306,low,0
3254,6/8/2009,7.6,0.018421053,low,0
3255,10/8/2009,7.63,0.018348624,low,0
3256,11/8/2009,7.57,0.030383091,bit low,0
3257,12/8/2009,7.63,0.022280472,low,0
3258,13/8/2009,7.67,0.014341591,low,0
3259,14/8/2009,7.63,0.024901704,bit low,0
3260,17/8/2009,7.46,0.040214477,bit low,0
3261,18/8/2009,7.53,0.013280212,low,0
3262,19/8/2009,7.56,0.007936508,low,0
3263,20/8/2009,7.63,0.003931848,low,0
3264,21/8/2009,7.74,-0.00129199,high,0
3265,24/8/2009,7.77,0.0,none,0
3266,25/8/2009,7.8,0.002564103,low,0
3267,26/8/2009,7.8,0.006410256,low,0
3268,27/8/2009,7.78,0.011568123,low,0
3269,28/8/2009,7.82,0.008951407,low,0
3270,31/8/2009,7.76,0.020618557,low,0
3271,1/9/2009,7.63,0.041939712,bit low,0
3272,2/9/2009,7.62,0.052493438,bit low,0
3273,3/9/2009,7.66,0.048302872,bit low,0
3274,4/9/2009,7.73,0.041397154,bit low,0
3275,7/9/2009,7.77,0.02960103,bit low,0
3276,8/9/2009,7.82,0.029411765,bit low,0
3277,9/9/2009,7.85,0.022929936,low,0
3278,10/9/2009,7.87,0.010165184,low,0
3279,11/9/2009,7.89,0.003802281,low,0
3280,14/9/2009,7.92,0.011363636,low,0
3281,15/9/2009,7.95,0.001257862,low,0
3282,16/9/2009,8.02,-0.011221945,high,0
3283,17/9/2009,8.03,-0.02988792,bit high,0
3284,18/9/2009,8.05,-0.040993789,bit high,0
3285,21/9/2009,8.0,-0.02625,high,0
3286,22/9/2009,8.05,-0.022360248,high,0
3287,23/9/2009,8.03,-0.01992528,high,0
3288,24/9/2009,7.95,-0.001257862,high,0
3289,25/9/2009,7.92,0.007575758,low,0
3290,28/9/2009,8.01,0.003745318,low,0
3291,29/9/2009,7.96,0.006281407,low,0
3292,30/9/2009,7.93,0.026481715,bit low,0
3293,1/10/2009,7.79,0.047496791,bit low,0
3294,2/10/2009,7.72,0.054404145,bit low,0
3295,5/10/2009,7.79,0.05648267,bit low,0
3296,6/10/2009,7.87,0.039390089,bit low,0
3297,7/10/2009,7.87,0.039390089,bit low,0
3298,8/10/2009,7.94,0.035264484,bit low,0
3299,9/10/2009,7.98,0.025062657,bit low,0
3300,12/10/2009,8.04,0.009950249,low,0
3301,13/10/2009,8.01,0.013732834,low,0
3302,14/10/2009,8.14,-0.020884521,high,0
3303,15/10/2009,8.16,-0.007352941,high,0
3304,16/10/2009,8.14,-0.022113022,high,0
3305,19/10/2009,8.23,-0.031591738,bit high,0
3306,20/10/2009,8.18,-0.031784841,bit high,0
3307,21/10/2009,8.18,-0.02200489,high,0
3308,22/10/2009,8.22,-0.015815085,high,0
3309,23/10/2009,8.18,-0.009779951,high,0
3310,26/10/2009,8.12,0.013546798,low,0
3311,27/10/2009,8.12,0.013546798,low,0
3312,28/10/2009,7.97,0.036386449,bit low,0
3313,29/10/2009,8.1,0.014814815,low,0
3314,30/10/2009,7.96,0.036432161,bit low,0
3315,2/11/2009,7.97,0.045169385,bit low,0
3316,3/11/2009,7.92,0.049242424,bit low,0
3317,4/11/2009,8.0,0.04,bit low,0
3318,5/11/2009,8.09,0.018541409,low,0
3319,6/11/2009,8.1,0.016049383,low,0
3320,9/11/2009,8.23,0.012150668,low,0
3321,10/11/2009,8.23,0.009720535,low,0
3322,11/11/2009,8.26,0.014527845,low,0
3323,12/11/2009,8.22,0.010948905,low,0
3324,13/11/2009,8.25,-0.002424242,high,0
3325,16/11/2009,8.33,-0.014405762,high,0
3326,17/11/2009,8.31,0.003610108,low,0
3327,18/11/2009,8.32,0.006009615,low,0
3328,19/11/2009,8.24,0.012135922,low,0
3329,20/11/2009,8.23,0.015795869,low,0
3330,23/11/2009,8.33,0.0,none,0
3331,24/11/2009,8.31,-0.003610108,high,0
3332,25/11/2009,8.38,-0.014319809,high,0
3333,26/11/2009,8.31,-0.003610108,high,0
3334,27/11/2009,8.23,0.009720535,low,0
3335,30/11/2009,8.21,0.017052375,low,0
3336,1/12/2009,8.34,-0.003597122,high,0
3337,2/12/2009,8.37,-0.002389486,high,0
3338,3/12/2009,8.34,-0.014388489,high,0
3339,4/12/2009,8.36,-0.016746411,high,0
3340,7/12/2009,8.33,-0.007202881,high,0
3341,8/12/2009,8.28,0.002415459,low,0
3342,9/12/2009,8.26,0.006053269,low,0
3343,10/12/2009,8.28,0.009661836,low,0
3344,11/12/2009,8.31,0.004813478,low,0
3345,14/12/2009,8.35,0.003592814,low,0
3346,15/12/2009,8.31,0.010830325,low,0
3347,16/12/2009,8.35,0.001197605,low,0
3348,17/12/2009,8.22,0.008515815,low,0
3349,18/12/2009,8.22,0.01459854,low,0
3350,21/12/2009,8.27,0.008464329,low,0
3351,22/12/2009,8.3,0.006024096,low,0
3352,23/12/2009,8.31,0.003610108,low,0
3353,24/12/2009,8.36,0.0,none,0
3354,25/12/2009,8.35,0.007185629,low,0
3355,28/12/2009,8.38,-0.002386635,high,0
3356,29/12/2009,8.4,-0.001190476,high,0
3357,30/12/2009,8.36,0.003588517,low,0
3358,31/12/2009,8.29,0.006031363,low,0
3359,4/1/2010,8.34,0.001199041,low,0
3360,5/1/2010,8.34,0.007194245,low,0
3361,6/1/2010,8.35,-0.001197605,high,0
3362,7/1/2010,8.34,-0.019184652,high,0
3363,8/1/2010,8.36,-0.029904306,bit high,0
3364,11/1/2010,8.41,-0.035671819,bit high,0
3365,12/1/2010,8.36,-0.031100478,bit high,0
3366,13/1/2010,8.39,-0.038140644,bit high,0
3367,14/1/2010,8.39,-0.046483909,bit high,0
3368,15/1/2010,8.34,-0.049160671,bit high,0
3369,18/1/2010,8.35,-0.040718563,bit high,0
3370,19/1/2010,8.4,-0.038095238,bit high,0
3371,20/1/2010,8.34,-0.034772182,bit high,0
3372,21/1/2010,8.18,-0.037897311,bit high,0
3373,22/1/2010,8.11,-0.036991369,bit high,0
3374,25/1/2010,8.11,-0.036991369,bit high,0
3375,26/1/2010,8.1,-0.037037037,bit high,0
3376,27/1/2010,8.07,-0.029739777,bit high,0
3377,28/1/2010,8.0,-0.01875,high,0
3378,29/1/2010,7.93,-0.00630517,high,0
3379,1/2/2010,8.01,-0.017478152,high,0
3380,2/2/2010,8.08,-0.001237624,high,0
3381,3/2/2010,8.05,-0.00621118,high,0
3382,4/2/2010,7.87,0.01905972,low,0
3383,5/2/2010,7.81,0.019206146,low,0
3384,6/2/2010,7.81,0.024327785,low,0
3385,8/2/2010,7.8,0.033333333,bit low,0
3386,9/2/2010,7.83,0.033205619,bit low,0
3387,10/2/2010,7.85,0.034394904,bit low,0
3388,11/2/2010,7.88,0.032994924,bit low,0
3389,12/2/2010,7.87,0.043202033,bit low,0
3390,22/2/2010,8.07,0.017348203,low,0
3391,23/2/2010,8.0,0.0225,low,0
3392,24/2/2010,8.02,0.023690773,low,0
3393,25/2/2010,7.96,0.036432161,bit low,0
3394,26/2/2010,8.0,0.035,bit low,0
3395,1/3/2010,8.06,0.023573201,low,0
3396,2/3/2010,8.09,0.027194067,bit low,0
3397,3/3/2010,8.12,0.02955665,bit low,0
3398,4/3/2010,8.14,0.027027027,bit low,0
3399,5/3/2010,8.21,0.010962241,low,0
3400,8/3/2010,8.21,0.013398295,low,0
3401,9/3/2010,8.18,0.02200489,low,0
3402,10/3/2010,8.21,0.012180268,low,0
3403,11/3/2010,8.25,0.008484848,low,0
3404,12/3/2010,8.28,0.003623188,low,0
3405,15/3/2010,8.25,0.012121212,low,0
3406,16/3/2010,8.31,0.006016847,low,0
3407,17/3/2010,8.36,-0.002392344,high,0
3408,18/3/2010,8.36,0.004784689,low,0
3409,19/3/2010,8.3,0.012048193,low,0
3410,22/3/2010,8.32,0.012019231,low,0
3411,23/3/2010,8.36,0.001196172,low,0
3412,24/3/2010,8.31,0.007220217,low,0
3413,25/3/2010,8.32,0.012019231,low,0
3414,26/3/2010,8.31,0.015643803,low,0
3415,29/3/2010,8.35,0.009580838,low,0
3416,30/3/2010,8.36,0.014354067,low,0
3417,31/3/2010,8.34,0.01558753,low,0
3418,1/4/2010,8.4,-0.002380952,high,0
3419,2/4/2010,8.4,-0.004761905,high,0
3420,6/4/2010,8.42,0.0,none,0
3421,7/4/2010,8.37,0.001194743,low,0
3422,8/4/2010,8.37,-0.003584229,high,0
3423,9/4/2010,8.42,-0.001187648,high,0
3424,12/4/2010,8.44,-0.004739336,high,0
3425,13/4/2010,8.43,-0.023724792,high,0
3426,14/4/2010,8.48,-0.031839623,bit high,0
3427,15/4/2010,8.47,-0.022432113,high,0
3428,16/4/2010,8.38,-0.019093079,high,0
3429,19/4/2010,8.36,-0.009569378,high,0
3430,20/4/2010,8.42,-0.042755344,bit high,0
3431,21/4/2010,8.38,-0.045346062,bit high,0
3432,22/4/2010,8.34,-0.061151079,bit high,0
3433,23/4/2010,8.41,-0.085612366,very high,0
3434,26/4/2010,8.4,-0.048809524,bit high,0
3435,27/4/2010,8.23,-0.031591738,bit high,0
3436,28/4/2010,8.21,-0.018270402,high,0
3437,29/4/2010,8.28,-0.033816425,bit high,0
3438,30/4/2010,8.22,-0.0486618,bit high,0
3439,3/5/2010,8.28,-0.054347826,bit high,0
3440,4/5/2010,8.06,-0.034739454,bit high,0
3441,5/5/2010,8.0,-0.04125,bit high,0
3442,6/5/2010,7.83,-0.043422733,bit high,0
3443,7/5/2010,7.69,-0.016905072,high,0
3444,10/5/2010,7.99,-0.062578223,bit high,0
3445,11/5/2010,7.97,-0.069008783,bit high,0
3446,12/5/2010,8.06,-0.074441687,bit high,0
3447,13/5/2010,8.0,-0.0475,bit high,0
3448,14/5/2010,7.82,-0.028132992,high,0
3449,17/5/2010,7.83,-0.029374202,bit high,0
3450,18/5/2010,7.78,-0.029562982,bit high,0
3451,19/5/2010,7.67,-0.007822686,high,0
3452,20/5/2010,7.49,0.024032043,low,0
3453,21/5/2010,7.56,-0.009259259,high,0
3454,24/5/2010,7.49,-0.009345794,high,0
3455,25/5/2010,7.42,0.002695418,low,0
3456,26/5/2010,7.46,0.001340483,low,0
3457,27/5/2010,7.62,0.001312336,low,0
3458,28/5/2010,7.6,0.009210526,low,0
3459,31/5/2010,7.6,0.014473684,low,0
3460,1/6/2010,7.55,0.035761589,bit low,0
3461,2/6/2010,7.61,0.032851511,bit low,0
3462,3/6/2010,7.67,0.022164276,low,0
3463,4/6/2010,7.49,0.046728972,bit low,0
3464,7/6/2010,7.42,0.044474394,bit low,0
3465,8/6/2010,7.44,0.038978495,bit low,0
3466,9/6/2010,7.47,0.024096386,low,0
3467,10/6/2010,7.63,-0.003931848,high,0
3468,11/6/2010,7.67,-0.003911343,high,0
3469,14/6/2010,7.71,-0.031128405,bit high,0
3470,15/6/2010,7.82,-0.047314578,bit high,0
3471,17/6/2010,7.86,-0.062340967,bit high,0
3472,18/6/2010,7.84,-0.054846939,bit high,0
3473,21/6/2010,7.84,-0.058673469,bit high,0
3474,22/6/2010,7.75,-0.03483871,bit high,0
3475,23/6/2010,7.73,-0.015523933,high,0
3476,24/6/2010,7.65,0.007843137,low,0
3477,25/6/2010,7.6,0.017105263,low,0
3478,28/6/2010,7.64,0.011780105,low,0
3479,29/6/2010,7.47,0.049531459,bit low,0
3480,30/6/2010,7.45,0.055033557,bit low,0
3481,1/7/2010,7.37,0.063772049,very low,1
3482,2/7/2010,7.41,0.041835358,bit low,0
3483,5/7/2010,7.38,0.046070461,bit low,0
3484,6/7/2010,7.48,0.037433155,bit low,0
3485,7/7/2010,7.61,0.018396846,low,0
3486,8/7/2010,7.71,0.02464332,bit low,0
3487,9/7/2010,7.73,0.027166882,bit low,0
3488,12/7/2010,7.73,0.033635188,bit low,0
3489,13/7/2010,7.84,0.025510204,bit low,0
3490,14/7/2010,7.86,0.020356234,low,0
3491,15/7/2010,7.84,0.024234694,low,0
3492,16/7/2010,7.72,0.033678756,bit low,0
3493,19/7/2010,7.72,0.050518135,bit low,0
3494,20/7/2010,7.76,0.047680412,bit low,0
3495,21/7/2010,7.75,0.049032258,bit low,0
3496,22/7/2010,7.9,0.027848101,bit low,0
3497,23/7/2010,7.94,0.016372796,low,0
3498,26/7/2010,7.99,0.018773467,low,0
3499,27/7/2010,8.04,0.004975124,low,0
3500,28/7/2010,8.02,-0.016209476,high,0
3501,29/7/2010,8.03,-0.02117061,high,0
3502,30/7/2010,7.98,-0.018796992,high,0
3503,2/8/2010,8.11,-0.033292232,bit high,0
3504,3/8/2010,8.13,-0.024600246,high,0
3505,4/8/2010,8.13,-0.024600246,high,0
3506,5/8/2010,8.12,-0.035714286,bit high,0
3507,6/8/2010,8.07,-0.038413879,bit high,0
3508,9/8/2010,8.14,-0.042997543,bit high,0
3509,10/8/2010,8.08,-0.045792079,bit high,0
3510,11/8/2010,7.89,-0.025348542,high,0
3511,12/8/2010,7.86,-0.021628499,high,0
3512,13/8/2010,7.83,-0.007662835,high,0
3513,16/8/2010,7.84,-0.012755102,high,0
3514,17/8/2010,7.93,-0.025220681,high,0
3515,18/8/2010,7.93,0.0,none,0
3516,19/8/2010,7.83,0.01660281,low,0
3517,20/8/2010,7.76,0.033505155,bit low,0
3518,23/8/2010,7.79,0.030808729,bit low,0
3519,24/8/2010,7.71,0.035019455,bit low,0
3520,25/8/2010,7.69,0.037711313,bit low,0
3521,26/8/2010,7.69,0.044213264,bit low,0
3522,27/8/2010,7.77,0.036036036,bit low,0
3523,30/8/2010,7.74,0.047803618,bit low,0
3524,31/8/2010,7.73,0.050452781,bit low,0
3525,1/9/2010,7.93,0.027742749,bit low,0
3526,2/9/2010,7.96,0.023869347,low,0
3527,3/9/2010,8.02,0.012468828,low,0
3528,6/9/2010,8.03,0.02366127,low,0
3529,7/9/2010,7.98,0.028822055,bit low,0
